TPW: TPO: TPIO: TPD: TPG
4197 x 3023 x 2507 
4293 x 2682 x 2473 
4116 x 2399 x 2452 
4118 x 2336 x 2237 
4237 x 2066 x 2228 
4212 x 1967 x 2163 
4115 x 1744 x 2179 
4137 x 1582 x 2094 
4199 x 1434 x 1977 
4229 x 1315 x 2008 
4257 x 1129 x 2029 
4200 x 1048 x 1945 
4293 x 846 x 1886 
4265 x 757 x 1782 
4009 x 676 x 1755 
4087 x 514 x 1710 
4261 x 435 x 1682 
4141 x 393 x 1568 
4239 x 277 x 1597 
4163 x 149 x 1554 
4141 x 76 x 1574 
0 x x x 1462 
x x x x 1462 
x x x x 1402 
x x x x 1403 
x x x x 1364 
x x x x 1294 
x x x x 1302 
x x x x 1222 
x x x x 1262 
x x x x 1173 
x x x x 1091 
x x x x 1086 
x x x x 1012 
x x x x 1088 
x x x x 1060 
x x x x 1048 
x x x x 993 
x x x x 985 
x x x x 918 
x x x x 938 
x x x x 930 
x x x x 804 
x x x x 811 
x x x x 894 
x x x x 758 
x x x x 860 
x x x x 787 
x x x x 671 
x x x x 753 
x x x x 701 
x x x x 685 
x x x x 727 
x x x x 646 
x x x x 645 
x x x x 635 
x x x x 613 
x x x x 607 
x x x x 595 
x x x x 588 
x x x x 565 
x x x x 563 
x x x x 547 
x x x x 488 
x x x x 498 
x x x x 498 
x x x x 497 
x x x x 462 
x x x x 457 
x x x x 422 
x x x x 421 
x x x x 418 
x x x x 405 
x x x x 433 
x x x x 380 
x x x x 389 
x x x x 374 
x x x x 364 
x x x x 364 
x x x x 350 
x x x x 342 
x x x x 341 
x x x x 327 
x x x x 315 
x x x x 339 
x x x x 308 
x x x x 307 
x x x x 283 
x x x x 275 
x x x x 272 
x x x x 276 
x x x x 269 
x x x x 256 
x x x x 232 
x x x x 236 
x x x x 223 
x x x x 223 
x x x x 249 
x x x x 222 
x x x x 225 
x x x x 213 
x x x x 201 
x x x x 183 
x x x x 196 
x x x x 193 
x x x x 172 
x x x x 182 
x x x x 188 
x x x x 165 
x x x x 172 
x x x x 152 
x x x x 147 
x x x x 163 
x x x x 149 
x x x x 148 
x x x x 128 
x x x x 133 
x x x x 154 
x x x x 141 
x x x x 115 
x x x x 126 
x x x x 116 
x x x x 117 
x x x x 105 
x x x x 106 
x x x x 97 
x x x x 113 
x x x x 119 
x x x x 97 
x x x x 104 
x x x x 83 
x x x x 94 
x x x x 78 
x x x x 103 
x x x x 85 
x x x x 91 
x x x x 91 
x x x x 83 
x x x x 75 
x x x x 79 
x x x x 66 
x x x x 79 
x x x x 78 
x x x x 84 
x x x x 66 
x x x x 71 
x x x x 65 
x x x x 66 
x x x x 63 
x x x x 67 
x x x x 50 
x x x x 44 
x x x x 53 
x x x x 60 
x x x x 55 
x x x x 44 
x x x x 52 
x x x x 51 
x x x x 42 
x x x x 56 
x x x x 56 
x x x x 45 
x x x x 52 
x x x x 43 
x x x x 43 
x x x x 30 
x x x x 47 
x x x x 40 
x x x x 30 
x x x x 39 
x x x x 37 
x x x x 38 
x x x x 35 
x x x x 35 
x x x x 29 
x x x x 36 
x x x x 37 
x x x x 29 
x x x x 33 
x x x x 43 
x x x x 26 
x x x x 31 
x x x x 23 
x x x x 21 
x x x x 34 
x x x x 21 
x x x x 24 
x x x x 25 
x x x x 17 
x x x x 15 
x x x x 23 
x x x x 20 
x x x x 16 
x x x x 20 
x x x x 17 
x x x x 22 
x x x x 18 
x x x x 25 
x x x x 21 
x x x x 13 
x x x x 16 
x x x x 24 
x x x x 11 
x x x x 17 
x x x x 12 
x x x x 19 
x x x x 13 
x x x x 15 
x x x x 10 
x x x x 13 
x x x x 19 
x x x x 10 
x x x x 7 
x x x x 9 
x x x x 7 
x x x x 12 
x x x x 10 
x x x x 10 
x x x x 7 
x x x x 6 
x x x x 7 
x x x x 13 
x x x x 11 
x x x x 9 
x x x x 5 
x x x x 11 
x x x x 7 
x x x x 9 
x x x x 11 
x x x x 12 
x x x x 20 
x x x x 9 
x x x x 8 
x x x x 4 
x x x x 12 
x x x x 7 
x x x x 8 
x x x x 8 
x x x x 11 
x x x x 7 
x x x x 3 
x x x x 7 
x x x x 3 
x x x x 10 
x x x x 3 
x x x x 12 
x x x x 7 
x x x x 8 
x x x x 7 
x x x x 12 
x x x x 4 
x x x x 5 
x x x x 4 
x x x x 6 
x x x x 4 
x x x x 3 
x x x x 4 
x x x x 2 
x x x x 9 
x x x x 7 
x x x x 5 
x x x x 7 
x x x x 3 
x x x x 2 
x x x x 3 
x x x x 6 
x x x x 1 
x x x x 3 
x x x x 2 
x x x x 3 
x x x x 4 
x x x x 3 
x x x x 2 
x x x x 1 
x x x x 3 
x x x x 5 
x x x x 2 
x x x x 6 
x x x x 4 
x x x x 4 
x x x x 2 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 2 
x x x x 2 
x x x x 2 
x x x x 3 
x x x x 5 
x x x x 1 
x x x x 2 
x x x x 3 
x x x x 4 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 1 
x x x x 2 
x x x x 2 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 3 
x x x x 2 
x x x x 1 
x x x x 3 
x x x x 1 
x x x x 0 
x x x x 5 
x x x x 0 
x x x x 3 
x x x x 2 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 2 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 2 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
TPW: TPO: TPIO: TPD: TPG
0 0 244292 63003 5912 
4970 63242 119228 63223 6020 
4905 63061 78337 63234 5793 
4973 63630 57125 63283 5601 
4881 63341 45241 63025 5526 
4962 62915 36711 62992 5284 
4869 63637 30749 63347 5198 
4848 63104 26161 63006 5041 
4814 62974 22873 63655 4884 
4913 63047 19873 63169 4775 
4919 62986 17773 x 4698 
4780 x 16042 x 4552 
4923 x 14223 x 4509 
4792 x 12930 x 4272 
4848 x 11633 x 4347 
4898 x 10687 x 4059 
4958 x 9815 x 4076 
4774 x 8869 x 3959 
4783 x 8321 x 3793 
4934 x 7535 x 3764 
4973 x 6918 x 3698 
4828 x 6360 x 3569 
4857 x 5934 x 3562 
4952 x 5524 x 3456 
5024 x 5100 x 3303 
4786 x 4698 x 3217 
4958 x 4327 x 3081 
4979 x 3982 x 3027 
4950 x 3708 x 2977 
4885 x 3485 x 2930 
4994 x 3128 x 2874 
4818 x 2821 x 2862 
4808 x 2719 x 2597 
4935 x 2420 x 2629 
4915 x 2292 x 2496 
4810 x 2017 x 2531 
4829 x 1833 x 2441 
4905 x 1660 x 2308 
4920 x 1532 x 2321 
4922 x 1330 x 2358 
4856 x 1212 x 2255 
5040 x 990 x 2180 
4967 x 888 x 2111 
4700 x 782 x 2052 
4775 x 612 x 1995 
4987 x 508 x 1949 
4829 x 451 x 1832 
4924 x 320 x 1872 
4845 x 174 x 1838 
4835 x 90 x 1796 
0 x x x 1698 
x x x x 1698 
x x x x 1635 
x x x x 1603 
x x x x 1589 
x x x x 1510 
x x x x 1534 
x x x x 1439 
x x x x 1489 
x x x x 1362 
x x x x 1266 
x x x x 1278 
x x x x 1208 
x x x x 1272 
x x x x 1218 
x x x x 1223 
x x x x 1173 
x x x x 1148 
x x x x 1059 
x x x x 1096 
x x x x 1087 
x x x x 954 
x x x x 930 
x x x x 1051 
x x x x 905 
x x x x 979 
x x x x 915 
x x x x 803 
x x x x 873 
x x x x 807 
x x x x 806 
x x x x 853 
x x x x 755 
x x x x 756 
x x x x 739 
x x x x 722 
x x x x 692 
x x x x 693 
x x x x 679 
x x x x 640 
x x x x 655 
x x x x 644 
x x x x 575 
x x x x 593 
x x x x 582 
x x x x 561 
x x x x 550 
x x x x 512 
x x x x 489 
x x x x 496 
x x x x 486 
x x x x 488 
x x x x 496 
x x x x 453 
x x x x 458 
x x x x 438 
x x x x 414 
x x x x 424 
x x x x 406 
x x x x 391 
x x x x 404 
x x x x 380 
x x x x 371 
x x x x 385 
x x x x 371 
x x x x 365 
x x x x 330 
x x x x 320 
x x x x 321 
x x x x 321 
x x x x 321 
x x x x 305 
x x x x 270 
x x x x 280 
x x x x 272 
x x x x 251 
x x x x 287 
x x x x 268 
x x x x 261 
x x x x 252 
x x x x 239 
x x x x 209 
x x x x 220 
x x x x 231 
x x x x 209 
x x x x 212 
x x x x 220 
x x x x 197 
x x x x 193 
x x x x 172 
x x x x 175 
x x x x 194 
x x x x 172 
x x x x 174 
x x x x 150 
x x x x 155 
x x x x 180 
x x x x 159 
x x x x 139 
x x x x 150 
x x x x 138 
x x x x 142 
x x x x 130 
x x x x 132 
x x x x 114 
x x x x 137 
x x x x 137 
x x x x 113 
x x x x 121 
x x x x 97 
x x x x 106 
x x x x 94 
x x x x 117 
x x x x 103 
x x x x 110 
x x x x 108 
x x x x 99 
x x x x 82 
x x x x 93 
x x x x 80 
x x x x 96 
x x x x 89 
x x x x 93 
x x x x 77 
x x x x 86 
x x x x 68 
x x x x 77 
x x x x 74 
x x x x 75 
x x x x 60 
x x x x 50 
x x x x 60 
x x x x 70 
x x x x 62 
x x x x 54 
x x x x 56 
x x x x 61 
x x x x 53 
x x x x 62 
x x x x 59 
x x x x 55 
x x x x 60 
x x x x 53 
x x x x 49 
x x x x 37 
x x x x 52 
x x x x 42 
x x x x 36 
x x x x 45 
x x x x 40 
x x x x 45 
x x x x 43 
x x x x 41 
x x x x 32 
x x x x 42 
x x x x 43 
x x x x 35 
x x x x 38 
x x x x 51 
x x x x 30 
x x x x 33 
x x x x 27 
x x x x 23 
x x x x 37 
x x x x 26 
x x x x 26 
x x x x 29 
x x x x 18 
x x x x 21 
x x x x 28 
x x x x 24 
x x x x 20 
x x x x 23 
x x x x 20 
x x x x 25 
x x x x 21 
x x x x 27 
x x x x 24 
x x x x 14 
x x x x 16 
x x x x 26 
x x x x 11 
x x x x 17 
x x x x 15 
x x x x 24 
x x x x 18 
x x x x 15 
x x x x 12 
x x x x 13 
x x x x 23 
x x x x 15 
x x x x 9 
x x x x 12 
x x x x 8 
x x x x 12 
x x x x 10 
x x x x 11 
x x x x 10 
x x x x 9 
x x x x 7 
x x x x 13 
x x x x 14 
x x x x 12 
x x x x 8 
x x x x 13 
x x x x 8 
x x x x 10 
x x x x 11 
x x x x 15 
x x x x 22 
x x x x 9 
x x x x 10 
x x x x 6 
x x x x 13 
x x x x 9 
x x x x 9 
x x x x 8 
x x x x 12 
x x x x 7 
x x x x 5 
x x x x 9 
x x x x 3 
x x x x 10 
x x x x 5 
x x x x 12 
x x x x 7 
x x x x 8 
x x x x 8 
x x x x 12 
x x x x 4 
x x x x 6 
x x x x 4 
x x x x 6 
x x x x 4 
x x x x 4 
x x x x 6 
x x x x 2 
x x x x 9 
x x x x 8 
x x x x 6 
x x x x 8 
x x x x 3 
x x x x 3 
x x x x 6 
x x x x 7 
x x x x 1 
x x x x 5 
x x x x 2 
x x x x 4 
x x x x 4 
x x x x 3 
x x x x 2 
x x x x 3 
x x x x 4 
x x x x 6 
x x x x 3 
x x x x 6 
x x x x 5 
x x x x 4 
x x x x 3 
x x x x 2 
x x x x 2 
x x x x 2 
x x x x 2 
x x x x 2 
x x x x 5 
x x x x 3 
x x x x 6 
x x x x 1 
x x x x 2 
x x x x 3 
x x x x 5 
x x x x 1 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 1 
x x x x 2 
x x x x 3 
x x x x 4 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 4 
x x x x 3 
x x x x 1 
x x x x 3 
x x x x 2 
x x x x 0 
x x x x 5 
x x x x 0 
x x x x 3 
x x x x 2 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 2 
x x x x 3 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 4 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 3 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 1 
x x x x 2 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 2 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 1 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 1 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
x x x x 0 
